Outcome             	BEST
Average SAE         	7976.811124753898
Median SAE          	7782.067641114199
MSE                 	3896.4071088331716
MAE                 	96.63334555148514
Acc@100             	0.043
Acc@161             	0.198
Outcome             	ALL 5
Average SAE         	7976.642842875767
Median SAE          	7781.7176385929
MSE                 	3896.2099554995943
MAE                 	48.31548389645203
Acc@100             	0.043
Acc@161             	0.198
