Outcome             	BEST
Average SAE         	1881.226679489545
Median SAE          	152.99867793205
MSE                 	1118.1127814060806
MAE                 	25.450553855346023
Acc@100             	46.009
Acc@161             	50.49133333333333
Average CAE         	1953.9709490024165
Median CAE          	352.7690710078982
Average 95% PRA     	174.00230971889167
Median 95% PRA      	60.76411961255744
PRA COVerage        	0.12542333333333333
